ID_Cliente,Idade,Anos_Experiencia,Renda_Anual_Mil,CEP,Tamanho_Familia,Gasto_Medio_Cartao,Escolaridade,Valor_Hipoteca,Aceitou_Emprestimo,Conta_Investimento,Conta_CD,Usa_Internet_Banking,Tem_Cartao_Credito_Banco,Segmento_Renda,Perfil_Gasto,Propensao_Emprestimo
224,55,25,41,95014,3,1.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
225,52,27,58,94305,4,1.8,3,91,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
226,39,13,93,94720,1,1.5,3,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
227,24,-1,39,94085,2,1.7,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
228,47,23,148,94551,2,7.5,1,0,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
229,47,22,53,92677,4,1.9,3,98,0,1,1,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
230,48,24,71,93117,2,1.7,1,145,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
231,47,22,92,94720,1,2.8,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
232,35,10,61,94304,4,2.1,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
233,46,19,38,94122,3,2.5,2,135,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
234,62,37,58,91320,4,1.7,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
235,26,1,80,95616,1,0.8,2,150,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
236,38,8,71,94720,4,1.8,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
237,43,18,89,93407,3,0.5,3,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
238,62,38,83,92521,1,1.8,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
239,57,32,28,95831,3,0.2,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
240,28,3,52,94112,4,1.7,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
241,51,26,70,90089,1,1.2,1,169,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
242,48,22,71,91711,1,1.4,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
243,41,16,75,94005,1,3.7,3,280,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
244,65,39,170,90095,3,7.9,3,99,1,0,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
245,41,17,78,94025,4,0.8,1,78,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
246,35,11,25,92614,2,1.0,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
247,38,14,60,94025,2,0.6,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
248,53,29,120,92626,4,2.7,2,111,1,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
249,55,29,99,92121,2,1.4,1,264,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
250,26,1,55,90089,3,2.6,3,113,0,0,0,0,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
251,30,6,29,94305,3,1.0,2,117,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
253,65,40,53,91711,3,2.2,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
254,47,21,138,94583,1,0.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
256,66,40,42,92103,2,0.7,3,138,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
257,26,0,99,92697,4,2.3,3,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
258,66,41,18,92691,3,0.5,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
259,35,9,24,95747,4,0.3,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
260,56,30,55,94107,1,1.4,1,77,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
261,51,27,58,92407,1,0.0,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
262,42,16,111,93106,2,1.2,3,251,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
263,49,23,33,90245,1,0.3,3,0,0,0,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
264,27,1,74,92121,4,1.8,2,112,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
266,49,23,23,94305,4,0.6,3,98,0,1,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
267,63,38,61,94720,2,1.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
268,47,22,81,90504,1,2.9,1,138,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
269,64,39,129,94002,1,2.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
270,43,13,33,95039,1,0.75,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
271,60,36,63,94063,4,2.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
272,40,14,70,94923,4,1.4,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
273,29,3,45,95023,4,0.2,1,158,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
274,41,16,65,90095,3,0.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
275,30,5,74,95616,4,2.2,1,0,0,1,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
276,49,24,50,94706,4,1.8,3,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
277,30,5,22,90058,4,0.5,3,109,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
278,29,2,30,92126,4,1.0,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
279,50,26,21,91125,4,1.0,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
280,39,14,155,94577,2,3.9,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
281,33,8,64,92121,4,2.1,3,164,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
282,57,31,65,94118,4,2.6,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
283,34,9,71,91711,4,0.7,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
284,61,36,40,90029,3,0.5,2,0,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
285,44,19,69,92806,3,0.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
286,40,13,69,94305,3,2.33,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
287,51,25,45,94806,3,0.6,2,131,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
288,37,12,62,92110,3,0.7,2,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
289,44,19,172,94306,2,4.3,3,391,1,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
290,42,15,24,92121,3,1.0,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
291,51,25,80,92373,1,4.9,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
292,43,16,8,90089,3,0.67,2,88,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
293,30,5,38,94542,4,0.8,1,129,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
294,45,19,93,90095,4,2.6,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
295,35,9,55,94536,1,2.0,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
296,60,34,64,94304,2,1.7,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
297,34,9,122,90623,1,0.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
298,55,25,70,93720,3,1.4,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
300,41,15,159,90057,1,5.5,3,0,1,0,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
301,34,9,70,92843,4,1.3,1,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
302,65,39,150,92120,2,6.9,1,196,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
303,45,21,152,94550,2,7.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
304,49,25,195,95605,4,3.0,1,617,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
305,48,23,22,90740,1,0.1,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
306,60,35,22,91207,1,1.3,1,123,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
307,55,29,79,92373,3,0.8,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
308,42,18,33,90401,1,1.4,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
309,32,8,128,94720,2,4.33,1,0,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
310,62,38,91,95929,1,3.8,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
311,57,32,39,90277,4,0.9,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
312,52,26,121,94550,1,7.3,1,167,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
313,36,6,21,91741,1,0.67,3,0,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
314,34,9,41,93720,3,2.3,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
315,63,37,45,93437,2,0.7,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
316,24,-2,51,90630,3,0.3,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
317,57,31,165,95054,1,1.6,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
318,40,16,119,91335,2,4.2,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
319,27,2,110,95670,4,1.8,3,190,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
320,65,39,20,90034,3,0.7,2,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
321,60,34,64,90266,1,0.8,2,248,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
322,44,20,101,92717,3,4.4,2,82,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
326,54,28,89,95039,1,1.9,2,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
327,52,27,80,95616,1,1.3,3,0,0,0,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
328,58,32,114,91330,2,2.0,1,402,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
329,60,35,49,94110,3,0.5,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
330,28,4,191,90064,1,6.33,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
331,54,30,78,92374,4,1.0,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
332,32,6,28,94115,3,1.0,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
333,59,33,42,95630,1,0.8,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
334,63,38,140,92407,1,2.5,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
335,48,23,45,95053,1,1.3,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
336,56,32,122,95827,2,0.3,1,360,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
337,36,12,65,95051,3,2.6,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
339,29,3,153,93657,2,2.0,1,392,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
340,39,13,89,92110,4,1.4,2,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
342,31,6,55,92038,4,2.0,2,185,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
344,35,5,22,93407,1,0.67,3,103,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
345,54,24,63,92606,3,1.4,3,138,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
347,44,19,50,90745,3,2.7,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
348,25,0,43,94305,2,1.6,3,0,0,1,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
350,26,2,60,93407,2,3.0,1,132,1,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
351,39,14,113,94301,1,1.0,3,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
352,28,4,155,92182,4,5.3,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
353,52,28,91,92692,4,1.0,2,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
354,53,29,55,95818,4,1.1,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
356,43,19,71,92101,3,0.3,3,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
357,56,30,24,94704,2,0.4,3,88,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
358,38,14,42,94610,1,2.0,2,81,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
359,30,6,141,94539,2,4.33,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
360,32,6,32,93106,1,1.9,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
361,35,10,55,94539,4,1.3,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
362,43,19,153,90254,2,7.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
363,58,32,113,94590,2,1.4,1,270,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
364,25,0,30,92691,2,1.7,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
365,54,24,29,92028,3,1.0,3,148,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
366,57,32,174,90089,1,6.8,2,466,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
367,50,24,35,92717,1,0.3,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
368,32,8,98,95054,2,2.0,2,175,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
369,63,37,30,92054,2,1.0,3,159,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
371,36,12,25,92101,4,1.0,1,147,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
372,58,34,19,92029,4,0.7,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
373,56,30,44,93105,4,0.7,2,174,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
374,49,25,20,90291,4,1.0,1,111,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
375,30,5,98,91941,2,3.1,1,220,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
376,33,7,90,92346,3,1.6,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
378,30,5,40,94402,4,2.0,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
379,47,23,38,94618,2,2.1,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
380,25,0,28,92093,2,1.7,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
381,63,33,34,94305,1,1.5,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
382,55,29,73,95616,2,2.3,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
383,65,41,133,94904,4,2.0,1,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
384,44,18,53,94608,1,0.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
385,51,25,21,9307,4,0.6,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
387,30,5,41,95051,4,1.7,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
388,31,5,82,95482,4,1.8,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
389,54,30,100,95814,4,3.4,3,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
390,45,20,155,90024,1,7.0,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
391,45,19,45,92521,1,0.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
392,58,32,9,94080,3,0.3,3,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
393,54,29,48,91709,4,1.8,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
394,53,28,18,90095,4,0.1,3,109,0,1,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
395,33,9,80,91311,4,3.4,1,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
396,60,35,64,94509,2,2.8,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
398,26,2,48,90503,3,0.7,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
399,54,30,23,94608,2,0.4,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
401,36,10,179,94542,3,6.6,1,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
402,29,2,30,95747,4,1.5,2,112,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
403,54,28,93,91604,1,4.9,1,133,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
404,55,30,39,92647,2,1.9,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
405,61,36,60,92866,3,0.5,2,182,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
406,36,11,133,90245,1,3.8,1,290,0,1,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
407,45,19,125,92354,1,2.4,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
408,64,40,58,93437,1,1.8,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
409,60,36,89,91745,2,2.8,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
410,49,22,82,90019,1,2.67,2,125,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
412,60,36,54,92182,4,2.3,3,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
413,45,20,89,93311,4,1.9,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
416,35,8,38,93106,4,1.0,2,124,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
417,40,15,85,94304,2,0.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
418,53,29,83,90073,4,1.0,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
419,27,0,33,90089,4,1.0,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
420,58,33,50,94501,4,2.1,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
421,47,22,58,93105,4,3.6,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
422,28,3,115,92333,4,3.1,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
423,46,20,145,91380,2,6.3,1,0,0,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
424,43,19,161,95616,2,7.5,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
426,28,3,28,90505,4,0.8,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
427,42,18,75,92182,3,2.33,1,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
428,32,7,35,92521,3,1.3,1,116,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
429,62,38,24,94720,2,1.0,1,116,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
430,37,13,78,94998,4,0.1,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
431,51,26,113,94086,1,1.3,3,161,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
432,39,13,75,94305,3,2.1,1,224,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
433,43,17,91,91311,1,5.7,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
434,52,28,31,91330,4,0.2,1,141,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
435,30,6,45,95819,1,1.8,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
436,52,26,80,94709,3,0.8,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
437,61,35,50,92122,3,1.4,3,112,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
438,36,9,31,95825,4,1.0,2,0,0,1,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
439,58,32,113,93943,2,3.8,2,119,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
440,47,23,29,94304,4,0.6,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
442,52,27,43,93555,1,1.3,2,0,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
443,58,28,122,95136,1,3.0,3,115,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
444,48,24,29,90509,1,1.0,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
445,64,40,91,93106,2,0.0,3,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
446,58,32,65,94590,3,2.2,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
447,47,23,22,93108,1,1.0,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
448,49,23,71,95134,1,1.4,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
449,31,4,60,94588,4,2.0,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
